vehicles to charging, we don't have such vehicles in this region
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 505258 nonzeros
Model fingerprint: 0x28beb950
Coefficient statistics:
  Matrix range     [1e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [9e-02, 7e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67583 rows and 109576 columns
Presolve time: 0.12s
Presolved: 4086 rows, 22070 columns, 82035 nonzeros

Ordering time: 0.10s

Barrier statistics:
 AA' NZ     : 1.179e+05
 Factor NZ  : 6.173e+05 (roughly 16 MB of memory)
 Factor Ops : 2.151e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -9.88580060e+04  3.85817000e+03  1.82e+05 4.86e-01  1.30e+05     0s
   1  -5.82544038e+04  5.57176219e+05  8.81e+04 3.72e+01  6.61e+04     0s
   2  -2.25409627e+04  7.51936981e+05  3.00e+04 2.09e+01  2.54e+04     0s
   3  -1.20851108e+04  9.07443938e+05  1.63e+04 6.59e+00  1.26e+04     0s
   4   7.65321980e+02  1.10271727e+05  2.05e+03 8.10e-01  4.30e+02     0s
   5   1.30586361e+03  3.21511257e+04  5.29e+02 2.20e-01  5.88e+01     0s
   6   1.21229696e+03  1.77048052e+04  1.87e+02 1.16e-01  1.82e+01     0s

Barrier performed 6 iterations in 0.45 seconds (0.32 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 6613 iterations and 0.45 seconds (0.56 work units)
Optimal objective  1.641925381e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 0, 2: 0, 3: 4, 4: 2, 5: 10, 6: 0, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 0, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  355  not_serving:  0
update completed?  726
alpha_k [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1927705382436652, 1.0, 0.10210303932397102, 0.9036118980172132, 0.1136618739643809, 0.12550165250237497, 0.3227185350060434, 0.4724768094203606, 0.0, 0.16733553666985426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10210303932391375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08730549739293889, 0.0, 0.0, 0.0, 0.07087152141310596, 0.0, 0.0]
Current Time slot: 70 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 717 number of Occupied Vehicles: 9
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 480254 nonzeros
Model fingerprint: 0xc427c0c3
Coefficient statistics:
  Matrix range     [1e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [8e-02, 6e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 69017 rows and 116968 columns
Presolve time: 0.12s
Presolved: 2652 rows, 14678 columns, 51061 nonzeros

Ordering time: 0.07s

Barrier performed 0 iterations in 0.20 seconds (0.18 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with dual simplex
Solved in 1848 iterations and 0.20 seconds (0.20 work units)
Optimal objective  1.444326967e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 0, 2: 0, 3: 4, 4: 2, 5: 10, 6: 0, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 0, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  349  not_serving:  0
update completed?  726
alpha_k [0.0, 0.08755706977641865, 0.04117980907292057, 0.37189188399866613, 0.021783522190742293, 0.0, 0.0, 0.04264008599041202, 0.0, 0.06262762629838053, 0.0, 0.0, 0.49079609180808004, 0.10365951939046392, 0.0823596181458615, 0.020107866637621225, 0.13360560276991248, 0.2004084041546144, 0.6680280138501873, 0.0, 0.0, 0.0, 1.0, 0.8588931606631915, 0.23577459312337315, 0.0, 0.22687743866580967, 0.18788287889545932, 0.0, 0.06832104687095475, 0.2576679481990334, 0.3589404253520603, 0.05725954404425915, 0.06511464394926562, 0.04062332516652803, 0.12186997549965836, 0.0]
Current Time slot: 71 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 708 number of Occupied Vehicles: 18
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 470104 nonzeros
Model fingerprint: 0xab66bd40
Coefficient statistics:
  Matrix range     [2e-03, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [8e-02, 5e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 68912 rows and 113089 columns
Presolve time: 0.10s
Presolved: 2757 rows, 18557 columns, 59432 nonzeros

Ordering time: 0.06s

Barrier statistics:
 AA' NZ     : 5.734e+04
 Factor NZ  : 3.577e+05 (roughly 12 MB of memory)
 Factor Ops : 1.002e+08 (less than 1 second per iteration)
 Threads    : 6

Barrier performed 0 iterations in 0.21 seconds (0.18 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 2458 iterations and 0.22 seconds (0.26 work units)
Optimal objective  1.310073636e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 0, 2: 0, 3: 4, 4: 2, 5: 10, 6: 0, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 0, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  333  not_serving:  0
update completed?  726
alpha_k [0.0, 0.0, 0.050458324696563084, 0.14267526293504812, 0.0, 0.0, 0.979953779631984, 0.11493285069765484, 0.846323718774321, 0.0, 0.0, 0.6649686361793816, 0.0, 0.8463237187730082, 0.35263488282218625, 0.30677893988546984, 0.0, 0.0, 0.34479855209300414, 1.0, 0.21401289440263316, 0.5642158125146224, 0.2821079062577091, 0.23420279010083686, 0.14777080803985168, 0.0, 0.3878983711047468, 0.18254040993131648, 0.0, 0.0, 0.0, 0.09263244683096444, 0.31031869688360486, 0.3753855204238028, 0.09773817224693426, 0.0, 0.0]
Round 4 begin
directory already exist
directory already exist
directory already exist
disruption region: [32, 6, 2, 1] disruption start time: 48 disruption end time: 36
Current Time slot: 18 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 726 number of Occupied Vehicles: 0
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 489116 nonzeros
Model fingerprint: 0x0cf0e619
Coefficient statistics:
  Matrix range     [8e-04, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [7e-02, 3e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 69134 rows and 115720 columns
Presolve time: 0.11s
Presolved: 2535 rows, 15926 columns, 55340 nonzeros

Ordering time: 0.06s

Barrier statistics:
 AA' NZ     : 6.814e+04
 Factor NZ  : 3.531e+05 (roughly 10 MB of memory)
 Factor Ops : 1.063e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -7.48974318e+04  6.60860837e+02  2.45e+04 2.22e+00  3.41e+04     0s
   1  -3.91866863e+04  5.03769253e+04  1.27e+04 3.11e+01  1.76e+04     0s
   2  -1.60206308e+04  8.93133892e+04  5.10e+03 1.46e+01  7.45e+03     0s
   3  -4.62620233e+03  1.22020923e+05  1.49e+03 2.38e+00  2.32e+03     0s
   4  -4.61540877e+02  2.28393432e+04  2.59e+02 4.43e-01  1.56e+02     0s
   5  -1.89806973e+01  7.53791670e+03  1.20e+02 1.24e-01  3.97e+01     0s
   6   1.90636488e+02  3.38293929e+03  5.82e+01 4.87e-02  1.34e+01     0s

Barrier performed 6 iterations in 0.32 seconds (0.24 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4467 iterations and 0.32 seconds (0.40 work units)
Optimal objective  4.928266387e+02
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to serving, we don't have such vehicles in this region
Error, dispatch too much vehicles to serving, we don't have such vehicles in this region
Error, dispatch too much vehicles to serving, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  128  not_serving:  11
update completed?  726
alpha_k [1.0, 0.24175970671577784, 1.0, 1.0, 0.11742614326191315, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.2834424147704267, 1.0, 1.0, 0.24659490084983227, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Current Time slot: 19 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 665 number of Occupied Vehicles: 61
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 492336 nonzeros
Model fingerprint: 0x9a474bc3
Coefficient statistics:
  Matrix range     [8e-04, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e-01, 3e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 68758 rows and 114372 columns
Presolve time: 0.15s
Presolved: 2911 rows, 17274 columns, 61578 nonzeros

Ordering time: 0.08s

Barrier statistics:
 AA' NZ     : 8.075e+04
 Factor NZ  : 4.226e+05 (roughly 12 MB of memory)
 Factor Ops : 1.321e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -3.39849917e+04  9.80469749e+02  1.33e+04 1.36e+00  1.78e+04     0s
   1  -1.80115448e+04  4.78718596e+04  6.93e+03 3.28e+01  9.54e+03     0s
   2  -8.99691130e+03  8.53003998e+04  3.42e+03 1.40e+01  4.96e+03     0s
   3  -3.50256488e+03  1.00163872e+05  1.39e+03 3.20e+00  2.07e+03     0s

Barrier performed 3 iterations in 0.38 seconds (0.23 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4428 iterations and 0.38 seconds (0.39 work units)
Optimal objective  6.808093070e+02
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to serving, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  136  not_serving:  7
update completed?  726
alpha_k [1.0, 0.7883669925977655, 1.0, 1.0, 0.479203466088601, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.38067565063146575, 1.0, 0.5430972615672544, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]
Current Time slot: 20 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 635 number of Occupied Vehicles: 91
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 495766 nonzeros
Model fingerprint: 0x01a1e796
Coefficient statistics:
  Matrix range     [8e-04, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e-01, 4e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 68340 rows and 112136 columns
Presolve time: 0.12s
Presolved: 3329 rows, 19510 columns, 69397 nonzeros

Ordering time: 0.07s

Barrier statistics:
 AA' NZ     : 8.870e+04
 Factor NZ  : 4.918e+05 (roughly 13 MB of memory)
 Factor Ops : 1.574e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -4.28048646e+04  1.71795589e+03  3.04e+04 9.75e-01  2.42e+04     0s
   1  -2.43089053e+04  1.14002407e+05  1.70e+04 3.21e+01  1.36e+04     0s
   2  -8.95734794e+03  2.05861776e+05  6.29e+03 1.25e+01  5.24e+03     0s
   3  -2.94252384e+03  2.24515671e+05  2.28e+03 2.48e+00  1.94e+03     0s

Barrier performed 3 iterations in 0.36 seconds (0.25 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 4784 iterations and 0.36 seconds (0.45 work units)
Optimal objective  9.033551546e+02
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to serving, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  167  not_serving:  4
update completed?  726
alpha_k [1.0, 0.7764144633301138, 0.7829389546188524, 1.0, 0.3777151443228927, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.4697633727720103, 1.0, 1.0, 0.39929886685542765, 0.798597733710992, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9679972529834188, 1.0, 0.7259979397366856, 1.0, 1.0, 1.0, 1.0, 0.6845123431809282, 0.09982471671380426, 0.9583172804543636, 0.2957769384116797]
Current Time slot: 21 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~`
number of Vacant Vehicles: 644 number of Occupied Vehicles: 82
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Set parameter TimeLimit to value 300
Set parameter BarHomogeneous to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (mac64[rosetta2])
Thread count: 8 physical cores, 8 logical processors, using up to 8 threads
Optimize a model with 71669 rows, 131646 columns and 497894 nonzeros
Model fingerprint: 0xa210e381
Coefficient statistics:
  Matrix range     [9e-04, 1e+00]
  Objective range  [1e-04, 1e+00]
  Bounds range     [0e+00, 0e+00]
  RHS range        [3e-01, 5e+01]

Concurrent LP optimizer: primal simplex, dual simplex, and barrier
Showing barrier log only...

Presolve removed 67869 rows and 109689 columns
Presolve time: 0.11s
Presolved: 3800 rows, 21957 columns, 78803 nonzeros

Ordering time: 0.08s

Barrier statistics:
 AA' NZ     : 1.051e+05
 Factor NZ  : 6.096e+05 (roughly 15 MB of memory)
 Factor Ops : 2.167e+08 (less than 1 second per iteration)
 Threads    : 6

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0  -7.83664022e+04  1.87999318e+03  3.91e+04 8.53e-01  3.83e+04     0s
   1  -4.30450725e+04  8.40777228e+04  2.09e+04 3.33e+01  2.10e+04     0s
   2  -2.47983594e+04  1.75143836e+05  1.20e+04 1.35e+01  1.19e+04     0s
   3  -7.36437464e+03  2.16034375e+05  3.71e+03 4.42e+00  3.83e+03     0s
   4   1.75444907e+02  4.83292263e+04  4.49e+02 1.02e+00  1.87e+02     0s

Barrier performed 4 iterations in 0.39 seconds (0.28 work units)
Barrier solve interrupted - model solved by another algorithm


Solved with primal simplex
Solved in 5618 iterations and 0.39 seconds (0.53 work units)
Optimal objective  1.145820835e+03
*********************************************************************************** mpc print generate XY for alpha ***********************************************************************************
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Error, dispatch too much vehicles to charging, we don't have such vehicles in this region
Current charging supply p:  {0: 8, 1: 4, 2: 3, 3: 4, 4: 2, 5: 10, 6: 4, 7: 3, 8: 1, 9: 3, 10: 2, 11: 3, 12: 1, 13: 3, 14: 20, 15: 20, 16: 2, 17: 20, 18: 20, 19: 20, 20: 20, 21: 20, 22: 20, 23: 20, 24: 20, 25: 20, 26: 20, 27: 20, 28: 20, 29: 20, 30: 20, 31: 20, 32: 20, 33: 20, 34: 20, 35: 20, 36: 20}
wait for charge:  220  not_serving:  4
update completed?  726
